0.00000000e+000	0.00000000e+000	
1.03362045e+000	0.00000000e+000	
2.06724090e+000	0.00000000e+000	
3.10086135e+000	0.00000000e+000	
4.13448180e+000	0.00000000e+000	
5.16810225e+000	0.00000000e+000	
6.20172270e+000	0.00000000e+000	
7.23534315e+000	0.00000000e+000	
8.26896360e+000	0.00000000e+000	
9.30258405e+000	0.00000000e+000	
1.03362045e+001	0.00000000e+000	
1.13698250e+001	0.00000000e+000	
1.24034454e+001	0.00000000e+000	
1.34370659e+001	0.00000000e+000	
1.44706863e+001	0.00000000e+000	
1.55043068e+001	0.00000000e+000	
1.65379272e+001	0.00000000e+000	
1.75715477e+001	0.00000000e+000	
1.86051681e+001	0.00000000e+000	
1.96387886e+001	0.00000000e+000	
2.06724090e+001	0.00000000e+000	
2.17060295e+001	0.00000000e+000	
2.27396499e+001	0.00000000e+000	
2.37732704e+001	0.00000000e+000	
2.48068908e+001	0.00000000e+000	
2.58405113e+001	0.00000000e+000	
2.68741317e+001	0.00000000e+000	
2.79077522e+001	0.00000000e+000	
2.89413726e+001	0.00000000e+000	
2.99749931e+001	0.00000000e+000	
3.10086135e+001	0.00000000e+000	
3.20422340e+001	0.00000000e+000	
3.30758544e+001	0.00000000e+000	
3.41094749e+001	0.00000000e+000	
3.51430953e+001	0.00000000e+000	
3.61767158e+001	0.00000000e+000	
3.72103362e+001	0.00000000e+000	
3.82439567e+001	0.00000000e+000	
3.92775771e+001	0.00000000e+000	
4.03111976e+001	0.00000000e+000	
4.13448180e+001	0.00000000e+000	
4.23784385e+001	0.00000000e+000	
4.34120589e+001	0.00000000e+000	
4.44456794e+001	0.00000000e+000	
4.54792998e+001	0.00000000e+000	
4.65129203e+001	0.00000000e+000	
4.75465407e+001	0.00000000e+000	
4.85801612e+001	0.00000000e+000	
4.96137816e+001	0.00000000e+000	
5.06474021e+001	0.00000000e+000	
5.16810225e+001	0.00000000e+000	
5.27146430e+001	0.00000000e+000	
5.37482634e+001	0.00000000e+000	
5.47818839e+001	0.00000000e+000	
5.58155043e+001	0.00000000e+000	
5.68491248e+001	0.00000000e+000	
5.78827452e+001	0.00000000e+000	
5.89163657e+001	0.00000000e+000	
5.99499861e+001	0.00000000e+000	
6.09836066e+001	0.00000000e+000	
6.20172270e+001	0.00000000e+000	
6.30508475e+001	0.00000000e+000	
6.40844679e+001	0.00000000e+000	
6.51180884e+001	0.00000000e+000	
6.61517088e+001	0.00000000e+000	
6.71853293e+001	0.00000000e+000	
6.82189497e+001	0.00000000e+000	
6.92525702e+001	0.00000000e+000	
7.02861906e+001	0.00000000e+000	
7.13198111e+001	0.00000000e+000	
7.23534315e+001	0.00000000e+000	
7.33870520e+001	0.00000000e+000	
7.44206724e+001	0.00000000e+000	
7.54542929e+001	0.00000000e+000	
7.64879133e+001	0.00000000e+000	
7.75215338e+001	0.00000000e+000	
7.85551542e+001	0.00000000e+000	
7.95887747e+001	0.00000000e+000	
8.06223951e+001	0.00000000e+000	
8.16560156e+001	0.00000000e+000	
8.26896360e+001	0.00000000e+000	
8.37232565e+001	0.00000000e+000	
8.47568769e+001	0.00000000e+000	
8.57904974e+001	0.00000000e+000	
8.68241178e+001	0.00000000e+000	
